MET1,MET2,MET3,MET4,MET5,MET6,IND_SR,COMM_VAL,ITQ,COLL_SHARE
1,0,0,0,0,0,45.78633253454558,95.67919889668363,1,0.14947526698616276
0,0,1,0,0,0,57.05362692335157,54.39984263744697,1,0.17814009859791613
0,0,0,0,0,1,56.598816934384,24.705271362482915,0,0.32236368318709707
0,0,1,0,0,0,60.64446546474519,31.43336593992883,0,0.10594388933864943
0,0,1,0,0,0,42.73119604738685,136.41416723111718,0,0.21248900061998224
0,0,0,0,1,0,77.02934799427317,81.18264297456881,0,0.27952862078047813
0,1,0,0,0,0,48.259025378051454,86.20422118518798,0,0.22597410936287948
0,0,0,0,1,0,39.239318987917834,74.75761780708987,1,0.24819199428956737
0,0,0,0,0,1,48.326523352920965,165.5404252347748,0,0.31600051495010784
0,0,1,0,0,0,28.433306643562556,212.73256974019938,0,0.3600662381152548
0,0,1,0,0,0,44.676719353530224,49.90556387769507,1,0.12265177333391712
0,1,0,0,0,0,39.76282457694378,46.78796547348273,1,0.1715020806405835
0,0,1,0,0,0,33.7416293160083,76.44609191467754,1,0.2576468785839806
0,0,1,0,0,0,46.71228100029838,128.4614175441943,1,0.191615029559244
0,0,1,0,0,0,55.19116127444479,141.27213684815416,0,0.23891029993287252
0,0,0,1,0,0,41.74640834128633,107.90742832827311,0,0.36669990043287864
0,0,0,1,0,0,51.6087533600303,196.51981314806105,0,0.3302241685738278
1,0,0,0,0,0,50.39737236016122,115.38937917448027,0,0.15456158255023772
0,0,1,0,0,0,61.568910231247806,97.23518247194163,1,0.06835567174440113
0,0,0,0,1,0,35.0298883853751,33.79843316303932,1,0.175785920661523
1,0,0,0,0,0,61.65968730047199,36.1398579279134,1,0.12385836264079508
1,0,0,0,0,0,52.58581819448281,90.63157887721732,1,0.1233866213437805
0,0,0,1,0,0,71.28286515934967,107.1478287696396,1,0.17198209440444764
0,1,0,0,0,0,71.76401606776226,49.56539840127178,1,0.046363046122701576
1,0,0,0,0,0,58.36494430272102,70.79555149861817,0,0.19887681563384713
0,0,1,0,0,0,45.808568164727774,67.12991416226463,0,0.1693331397407652
0,0,1,0,0,0,59.92873807174772,47.01091011169078,0,0.24138368526007914
0,0,1,0,0,0,46.10891770682808,132.90390078396894,0,0.2361108567905542
1,0,0,0,0,0,55.51550664889462,75.74187372468596,0,0.17951726480172636
1,0,0,0,0,0,32.12618477844272,131.24032641257307,1,0.2089333448187902
0,0,0,1,0,0,45.46034005979993,124.18993850825979,0,0.35863219706160687
0,0,0,0,1,0,32.202298894993625,114.27723571694166,1,0.25129482454515323
0,0,0,0,1,0,47.57627987770003,87.59190910065723,0,0.3519244607222161
0,0,1,0,0,0,52.97290358282824,153.40160583829626,0,0.2495693738806049
0,0,0,0,1,0,40.17776970292518,148.98095312167507,0,0.3469243021048708
1,0,0,0,0,0,64.72723865157519,170.88750943646303,0,0.19850057711463506
0,1,0,0,0,0,46.76673638547676,60.825123623004785,1,0.14438629126152758
0,0,0,0,0,1,71.12470086519532,205.10367944981596,0,0.44514817567998655
1,0,0,0,0,0,57.44525574300151,101.20579222185313,0,0.2240640861734528
0,0,0,0,1,0,68.3046221071507,106.75422779921783,0,0.30962792224888785
0,0,0,0,1,0,34.392408024604805,61.64797484644889,1,0.1897624831122706
0,0,1,0,0,0,60.18614481261652,79.9179696153068,0,0.23289957581343035
1,0,0,0,0,0,72.12749086119685,58.14527556081322,0,0.18979314444230402
0,0,1,0,0,0,67.07119407362569,192.40775672940205,1,0.1990799921727032
0,0,0,0,0,1,73.63664251795866,132.68145977453048,0,0.40921558385963097
1,0,0,0,0,0,37.576983200918285,64.24879569801382,1,0.21095652801332082
0,1,0,0,0,0,47.9265648292284,147.99509167348245,0,0.3087797704318832
0,0,0,0,0,1,48.22383966317022,62.027389806805424,1,0.11416160452398565
1,0,0,0,0,0,41.950573689502946,75.39086693156855,1,0.17452821619008663
1,0,0,0,0,0,37.32768408128366,174.4110840165734,0,0.18766313769130064
0,0,0,0,1,0,53.168443825679034,80.43789165122276,1,0.27634056215379993
1,0,0,0,0,0,72.54272504256977,89.99734095648593,0,0.21772053920326512
0,0,0,0,1,0,52.137508210887496,153.4215356405764,1,0.2673176983372299
0,0,0,0,1,0,51.309557585922185,138.2935959301647,0,0.32179122067028354
0,0,1,0,0,0,49.642187613072714,104.67394100507887,0,0.15496668468060443
0,0,0,0,1,0,62.84900704626158,121.00930452228427,0,0.2211108915234454
0,0,1,0,0,0,41.71492158897899,68.01518367196059,1,0.17152136893735612
0,0,0,1,0,0,55.34996547246157,235.45392490068664,0,0.39722991650021766
1,0,0,0,0,0,32.61006629544205,182.43197307726152,1,0.2586084355286522
0,0,0,1,0,0,64.45615500055078,108.15531278616785,0,0.2797375596732134
0,0,0,0,1,0,64.71734167058962,121.45179218809928,0,0.30224577112483353
0,0,1,0,0,0,54.43301451008641,48.64468091249826,1,0.03707632187708182
0,0,0,0,1,0,52.26334980566568,126.13715849600736,0,0.36637508410987535
1,0,0,0,0,0,23.350973622139755,52.73348748434475,1,0.17944464699148868
0,0,1,0,0,0,50.748273504745214,89.31347760484562,1,0.1636171380036217
0,1,0,0,0,0,55.526411728859934,107.1376834685914,1,0.14482807805967626
0,0,0,0,0,1,52.61468523975804,67.86842779661353,1,0.24821232388897763
0,0,0,0,1,0,29.779068648202994,118.81284480278494,1,0.17963557265443184
1,0,0,0,0,0,44.509486657476266,164.24843146046013,0,0.16468864967006044
0,0,0,0,1,0,35.204642851620896,41.1362247123347,1,0.20008948982109226
0,0,1,0,0,0,53.41088752908719,108.29051565414275,1,0.14346199352503164
0,1,0,0,0,0,69.13356429566532,83.64598734855986,0,0.16044889180610272
1,0,0,0,0,0,53.027830867272094,99.3088211455045,0,0.2432631584326777
0,0,0,0,1,0,49.45112767568962,91.96198719182213,1,0.2740227081994032
1,0,0,0,0,0,60.71980711184426,95.72439590725432,1,0.15539939566303235
0,0,1,0,0,0,29.45094503398496,76.33772921373327,0,0.223273645768386
0,0,1,0,0,0,54.3645724996522,97.92442838704,0,0.18865833200393917
0,0,1,0,0,0,56.457149339417754,96.50921859152734,0,0.18080947458800078
0,0,0,1,0,0,39.58024499546562,81.3508415273054,1,0.19544892965721727
0,0,0,0,1,0,54.4574583108224,160.5881093962976,0,0.36898583445000205
0,0,1,0,0,0,57.28941715221257,124.19000725551493,1,0.16927790532448309
0,0,0,0,1,0,47.02494261124474,66.46138674421711,1,0.1157552587031571
0,0,1,0,0,0,49.17158766021746,74.15599799972719,1,0.2314601079351537
0,0,1,0,0,0,62.048223289813556,125.17448546734222,0,0.18505384477767134
0,0,1,0,0,0,40.46833079059411,157.96364024319348,0,0.31535416429805296
0,0,0,0,1,0,57.37211249776456,142.1519048526923,0,0.24225272714796459
0,0,0,0,1,0,34.226805602050355,62.25063018924739,1,0.2448938703191186
0,0,0,1,0,0,47.91942608331446,122.17110094024083,1,0.2298042500729554
0,1,0,0,0,0,54.70985378699683,78.57131675353955,0,0.14132849919264273
0,0,0,1,0,0,68.31407151274102,95.01113203302879,0,0.16920891894257983
0,0,0,0,0,1,60.0873827921769,92.44149958329608,1,0.1840645343633128
0,0,1,0,0,0,31.010946776042353,116.73335966394468,1,0.16096716473122596
0,0,1,0,0,0,49.597518010955646,69.01634347745112,1,0.14769629215654775
1,0,0,0,0,0,60.934504758786844,149.75464419119498,0,0.2055360457584244
0,0,0,0,1,0,40.71287284276579,148.83690105822356,1,0.20594322423720468
0,0,0,1,0,0,47.13830835942669,132.86940156207675,0,0.32977634303488584
0,0,0,1,0,0,50.987629933962864,73.74336778169449,1,0.12374576049071587
1,0,0,0,0,0,50.81266341381282,107.53444525480455,1,0.22932502911661196
0,0,1,0,0,0,64.25728980787756,45.44071036142968,1,0.10093174337199906
0,0,0,0,0,1,58.8498775053375,98.5523583759346,0,0.3809380709697164
0,0,0,0,0,1,34.91834179526928,56.95857241646527,0,0.2866377599878331
0,0,1,0,0,0,66.20310762140389,136.9685386965652,1,0.2010564111008544
0,1,0,0,0,0,58.17167067126764,134.5095787611515,1,0.06820210361692873
1,0,0,0,0,0,64.91921000947927,203.51858826828163,0,0.1597965254584132
0,0,0,0,0,1,43.236438772757495,98.65573147105515,1,0.36256473666999867
0,0,0,0,1,0,44.541030269147434,237.54076938605195,0,0.35141860250522405
0,0,1,0,0,0,56.420865492584646,35.077222139315474,1,0.09084431569186499
1,0,0,0,0,0,57.712586935505506,29.763541263249607,1,0.035768080832481966
0,0,0,0,1,0,69.35764468311913,70.39339311959239,0,0.3116347956505327
0,0,1,0,0,0,36.10321975421611,132.69820246420696,1,0.1557727590584513
0,1,0,0,0,0,61.95588673263946,87.9892897674601,1,0.06570900438457034
0,0,1,0,0,0,50.55801235945098,51.74695407709059,1,0.20561201067585616
0,0,1,0,0,0,51.461038147499636,90.00610049699253,1,0.13851116491285825
0,1,0,0,0,0,48.86230939516801,92.00573822330598,1,0.1479783172752873
0,0,1,0,0,0,32.5628800971626,79.81018989514993,1,0.12952368482250082
0,0,1,0,0,0,54.07134900674671,42.13047801586497,1,0.08298518730343657
1,0,0,0,0,0,57.058491532743425,103.9408951324338,1,0.18675129485975106
1,0,0,0,0,0,88.69738632379811,60.79126998448652,0,0.07323021937342047
1,0,0,0,0,0,46.813560428098725,14.357415966440147,1,0.18151621680918362
0,1,0,0,0,0,51.312620515720106,55.532977871145796,1,0.17899828071324853
1,0,0,0,0,0,56.27782328175327,70.40340024653663,0,0.18479335950547432
1,0,0,0,0,0,54.82332773689669,140.45576086291194,1,0.17069777544652875
0,0,1,0,0,0,72.6087117709966,184.93964932263975,0,0.2269538709057656
1,0,0,0,0,0,53.87406430793538,14.070051453946226,1,0.0817808588972387
0,0,0,0,1,0,43.11853333609763,82.16159442984166,1,0.24312190165914818
0,0,0,1,0,0,42.9376653302144,76.6784672937751,1,0.20999463009681166
1,0,0,0,0,0,59.664194067551136,74.3401208459214,1,0.13574568380247312
0,0,1,0,0,0,34.14944227911404,82.66473670548419,1,0.23717424165458856
0,0,0,0,0,1,55.66575877603639,129.45513278774447,0,0.34688758480633414
0,0,1,0,0,0,48.186412379952166,148.92517252128786,0,0.313337941244236
0,0,0,0,0,1,61.19606915122403,45.27174182457584,1,0.1843802339633715
0,1,0,0,0,0,54.078714061879275,124.9239340138403,1,0.2386059974161871
0,0,0,0,1,0,37.360910084277585,58.4744681074764,0,0.3243443115381402
1,0,0,0,0,0,61.48354982578408,17.309227061135477,1,0.07687242445898285
0,0,1,0,0,0,44.059630711195766,57.49546369745761,0,0.14250964908066732
0,0,1,0,0,0,57.84956698905276,46.55288326514412,1,0.13277441571556162
0,0,1,0,0,0,46.16418906973318,84.70135287329951,0,0.19785544969493085
1,0,0,0,0,0,52.658082119278795,68.15924761413473,1,0.10658741366331267
0,0,0,0,0,1,57.14443561894834,75.25267372256133,0,0.33390871692091023
0,0,1,0,0,0,68.68600651523698,110.62739759541279,0,0.27285377768001445
0,0,1,0,0,0,39.94477346283864,36.265268974623645,1,0.17590074419859084
0,0,0,1,0,0,51.69433186869008,52.78969273647955,1,0.15147482027222275
0,0,1,0,0,0,28.904365465602737,107.49444461011349,1,0.13182569909111394
0,0,0,0,1,0,44.50640552707349,107.0201199474336,1,0.29881809078104954
0,0,0,0,1,0,49.438409071733105,113.74500199135366,1,0.22890113065746823
1,0,0,0,0,0,56.81430706650193,88.91355994348139,1,0.12227614828201969
0,0,0,1,0,0,45.09601013159137,160.87887942967402,0,0.24239344698177404
0,0,1,0,0,0,45.96517339002051,141.22770787677243,0,0.1992400130330541
1,0,0,0,0,0,60.38262059044259,52.881730707823486,1,0.20950498683117336
0,0,0,0,1,0,57.97567632799986,63.627735332704844,0,0.34785210616477336
1,0,0,0,0,0,62.08658703756805,130.41554066767964,1,0.05721508729042384
1,0,0,0,0,0,52.73758496744516,68.2707416629682,0,0.11328945759475456
0,0,0,0,1,0,50.11905742829934,144.8247525355726,0,0.3873795220506177
0,0,1,0,0,0,69.09944634442729,50.990918040820276,0,0.20360880766339814
0,0,1,0,0,0,57.785121362134795,119.00679002843145,1,0.2343605736708685
0,0,1,0,0,0,48.50652791924189,51.775497070054826,1,0.06843674689431486
0,1,0,0,0,0,37.64439553695418,144.60819757802477,0,0.1901471349756519
0,0,1,0,0,0,45.74866736345685,102.79565910742063,1,0.16123467059261515
0,0,1,0,0,0,49.48279799286494,83.13553537089838,0,0.20867114518584687
0,0,1,0,0,0,35.42721053040225,102.42230197979758,1,0.15389700546353957
0,0,0,0,0,1,57.84957868933219,161.13000850401085,0,0.42691252616934244
0,0,0,0,0,1,47.51508394034154,122.27042640744475,1,0.2824786219095528
0,0,0,1,0,0,58.33682547171085,93.85171411287897,1,0.19988584958363378
0,0,1,0,0,0,53.79747553122579,67.73744053837075,1,0.23668521615554577
1,0,0,0,0,0,48.22113195395132,42.175634718207704,1,0.11435800459968942
0,0,1,0,0,0,43.272115281039966,23.03452530146108,0,0.23295317879175315
0,0,0,0,1,0,51.32534397858731,35.0720232449621,0,0.24966202134805232
0,1,0,0,0,0,46.53907328022856,104.73957702927227,0,0.26100389565326404
1,0,0,0,0,0,63.304763678368495,85.23946986589513,1,0.005300183551564988
1,0,0,0,0,0,45.713359668838265,53.20918200028598,1,0.1455521623477143
0,0,1,0,0,0,59.11102658732135,74.6335579634848,1,0.24812198239341654
0,0,0,0,1,0,60.86336205657354,100.30428632710192,0,0.3368201126182713
1,0,0,0,0,0,41.231562616460494,17.310132401505054,1,0.09249422370017782
0,0,1,0,0,0,47.30654683502739,84.42805445953843,1,0.08446240980736326
0,0,1,0,0,0,42.2051201321782,59.61908200721051,1,0.20719163061252618
0,0,0,1,0,0,42.43736628799012,115.4796969526632,1,0.2299432274088656
0,0,1,0,0,0,38.2316170105258,166.8386222234291,1,0.1800696338184798
1,0,0,0,0,0,36.64193039799163,87.61772023322443,0,0.19568229945885554
0,0,1,0,0,0,43.67601950099559,65.47275510260893,1,0.22899764369600034
0,0,1,0,0,0,61.06262542448072,93.97548031211562,0,0.3044588873974352
0,0,0,1,0,0,62.20646201942608,221.40343759999456,0,0.2549631426864197
0,0,1,0,0,0,50.77591258756318,124.40072818147712,0,0.1767471950322083
0,0,0,0,1,0,55.76975916558627,105.22667435659487,1,0.23275648461903425
0,1,0,0,0,0,51.817647514652,92.71470332224689,1,0.14714281135604562
0,0,1,0,0,0,35.66688836856161,77.32227724668601,1,0.20354624634341786
0,0,1,0,0,0,42.15946286248133,28.742755158008766,0,0.22271234113740568
1,0,0,0,0,0,29.08234826299299,66.72464749053744,1,0.2126499538737852
0,0,0,1,0,0,42.83023866956231,168.5566694505538,0,0.3635058070304243
0,0,0,0,1,0,48.00304565385602,107.01056802635252,1,0.16263938832343852
0,0,0,0,1,0,61.1529346868999,151.0677784096935,0,0.2668394928576884
0,0,1,0,0,0,42.28061814628903,96.92570984786657,1,0.21128335474976118
0,1,0,0,0,0,46.93702825634452,75.60735713590974,1,0.1406534450022588
0,1,0,0,0,0,43.10995686235281,36.547146241671356,1,0.16548587665320336
1,0,0,0,0,0,60.8022967607751,236.87107029917837,0,0.3538900949512412
0,0,0,0,0,1,37.489256076037755,110.04921398644682,1,0.2799950128466518
0,0,1,0,0,0,55.37243805956392,148.79262868564686,0,0.2336305986768184
1,0,0,0,0,0,51.95592806973258,78.11439254674838,0,0.1260796006840754
0,0,1,0,0,0,40.50529599962548,175.0834352013,0,0.34999119141776475
0,1,0,0,0,0,55.46456801774055,68.38341099205803,1,0.10185563225876487
0,0,0,0,1,0,70.46145983393217,61.902066023654484,0,0.17811764984828254
1,0,0,0,0,0,62.277632933892335,45.19628690936901,0,0.0894641920899281
1,0,0,0,0,0,57.911140027534266,69.1774156681434,0,0.2449527668909757
0,0,0,0,1,0,57.45116109375665,87.48591464627904,1,0.2283169496260714
1,0,0,0,0,0,50.27974825906456,95.79362990300726,0,0.22566954721926077
0,0,0,0,1,0,59.28514445895355,102.53492758357294,1,0.1816631740580877
1,0,0,0,0,0,52.796832527126945,91.19560215791445,0,0.1413335869316929
1,0,0,0,0,0,76.56322293744515,130.7285406510518,0,0.1945961100439805
0,0,1,0,0,0,43.13809570402161,119.90443738087306,1,0.19400027736713588
1,0,0,0,0,0,49.619464664387976,39.86137961134124,0,0.1400801122349109
1,0,0,0,0,0,37.82602665867937,147.84417644862958,1,0.16606251083557394
0,0,1,0,0,0,29.374292264244257,76.89373849691714,1,0.2106737682384658
0,0,1,0,0,0,42.494307707834864,116.65795460362547,1,0.18248108679275243
0,0,0,0,1,0,49.401450105826534,73.32084306269343,1,0.1620149268366649
0,0,1,0,0,0,49.11741514763532,88.78575251340459,1,0.09203461201368791
1,0,0,0,0,0,50.1484570059926,104.24104761333527,1,0.15960527577954725
0,1,0,0,0,0,81.3092454424946,37.21927180377957,0,0.143301209634096
0,0,0,0,1,0,58.230766566057724,47.57087788605088,1,0.25330352014251806
0,0,0,1,0,0,42.903285940059924,71.3854913053861,1,0.18663690779908543
0,0,0,0,1,0,45.20542667363137,104.6239490601912,1,0.25983986197213027
0,0,1,0,0,0,73.89892885937594,139.88174848469416,0,0.1598748606117441
1,0,0,0,0,0,23.72153352663348,138.33796723333887,1,0.22136044220212164
0,0,1,0,0,0,56.40816201504866,55.625418641550326,0,0.2714738745260379
0,0,0,0,0,1,50.407828276117236,43.89025714263573,1,0.23564237581417072
0,0,1,0,0,0,51.58334347594342,94.94164309991602,0,0.24424129888758442
0,0,0,0,1,0,56.119393387495975,19.689981049372854,1,0.17078019257252752
0,0,0,0,0,1,60.707817695912134,46.60347071378341,1,0.3079798887768412
0,0,1,0,0,0,53.078186268102144,21.643568997930878,1,0.1599983828599085
1,0,0,0,0,0,54.72284857660805,211.63773706946665,0,0.2824242235497387
1,0,0,0,0,0,53.17668851839561,132.5103578581043,1,0.10367554179719841
0,0,0,0,0,1,44.97992281580539,90.54401748813333,1,0.22098932360918658
0,0,1,0,0,0,46.19157725783756,94.33552010964058,1,0.21110755428650382
0,1,0,0,0,0,52.272718697593135,75.21809724677466,1,0.12121506158327353
0,0,0,0,1,0,47.959764737008996,125.44272481613427,1,0.23933144813562818
1,0,0,0,0,0,48.131507582950384,161.78369524452165,0,0.18341465258000722
0,0,1,0,0,0,58.84883907025653,98.27184932905475,1,0.21141144072680534
0,0,1,0,0,0,47.40679469433668,144.3947561595613,0,0.20839568120298796
1,0,0,0,0,0,36.151874148716594,149.5908273289619,0,0.27182304777553556
0,0,0,1,0,0,52.03428284889951,110.92338576132752,0,0.34626957412789156
1,0,0,0,0,0,41.740151774100674,68.96350047847488,1,0.16297887169571576
0,0,0,1,0,0,58.3856772405126,72.31324336567212,1,0.2664716501837511
0,0,0,0,1,0,53.12850999615415,104.13731922690707,1,0.30889694864894296
1,0,0,0,0,0,66.79652345112153,32.5974325911242,1,0.04830955528944367
0,0,0,1,0,0,50.27201156687301,130.75603497795674,0,0.35263170052389103
0,0,1,0,0,0,74.51356488981754,48.55200262534521,0,0.09613999521969899
0,0,1,0,0,0,65.29848879312028,108.3589761212803,1,0.12317213655687205
0,0,0,0,1,0,57.06331658333666,74.52152500034374,1,0.26045049158597333
0,0,0,1,0,0,37.838327087617905,129.8944151870684,1,0.26151812405164465
0,0,0,0,1,0,48.541857118399044,51.094800774717825,1,0.28052239132332113
0,1,0,0,0,0,50.2485438363273,61.756087864213754,1,0.11171965852129548
0,0,0,0,0,1,44.98331083650087,152.08267921651694,0,0.3221748066446485
1,0,0,0,0,0,43.400341406764106,185.45827875128214,0,0.23472082708314496
1,0,0,0,0,0,63.84073256067232,139.08359312581376,0,0.24542319603196114
0,0,1,0,0,0,44.86668875582544,217.22457970193912,0,0.31489315655236555
0,0,1,0,0,0,40.26617196557743,98.77260242219963,0,0.23833579285831633
0,0,0,0,1,0,63.983552154014234,44.78194377332887,1,0.2372242467188331
1,0,0,0,0,0,38.84158525985149,80.8332013214496,1,0.1446570614632301
0,0,1,0,0,0,50.01080895984445,85.99649184071811,0,0.149232503992212
0,0,1,0,0,0,62.10967493003834,128.24244989392872,0,0.24540132010891197
0,0,1,0,0,0,54.150289866698685,84.68437775852277,0,0.3095407337059411
1,0,0,0,0,0,76.42347131875027,43.208825658859226,0,0.23329470429472976
0,1,0,0,0,0,48.037316738797074,115.54436527189203,1,0.10941613750247509
1,0,0,0,0,0,73.68744725499472,114.34140075778437,1,0.09964224160645553
1,0,0,0,0,0,68.6330190309918,58.30823434867955,0,0.19113817540479372
0,1,0,0,0,0,36.298610105560286,112.8852065405332,1,0.1608752787279231
1,0,0,0,0,0,53.43134230414528,118.51597342969859,0,0.24720728506768583
1,0,0,0,0,0,65.33225837510716,45.74730486015091,1,0.12456062408651972
0,0,1,0,0,0,51.25030663471978,29.12979880034583,1,0.08128532974068463
0,0,1,0,0,0,61.708045836973945,118.04333319705655,0,0.25237448252821926
1,0,0,0,0,0,27.389924833733943,179.67158187262356,0,0.24394865140220984
0,0,0,1,0,0,61.16574651241024,90.30850246116044,0,0.33800889331571793
0,0,0,1,0,0,38.64374138829526,34.76806840949621,1,0.1820508137601082
1,0,0,0,0,0,51.67702595168129,99.551911608638,0,0.13546289650476956
1,0,0,0,0,0,37.30553724204471,11.446803083323411,1,0.1312875276773959
0,0,1,0,0,0,30.472898458623277,117.58581402551309,1,0.2582352560566808
1,0,0,0,0,0,57.21161678153649,81.64488638275942,0,0.22981116716791647
0,0,1,0,0,0,47.46370452099417,60.82974502486303,0,0.21714292908208466
0,0,1,0,0,0,71.22098705090178,154.54335907047934,0,0.2344102692375356
0,0,0,0,0,1,29.98283445734836,52.47601313951687,1,0.2333247585604577
0,0,0,0,1,0,31.810712351865433,41.8247183189104,1,0.13341370216374648
0,0,0,0,1,0,38.46580364094493,138.1029126209252,1,0.27682047055811376
1,0,0,0,0,0,80.87848582468682,68.72985364961089,0,0.1528334836684199
0,0,0,0,0,1,50.76084984733706,172.65503999877035,1,0.2208095018645831
0,0,0,0,1,0,55.70887411187816,179.56281635531724,0,0.27607517318044883
1,0,0,0,0,0,40.79471001078943,206.37269106864963,0,0.33191348547797433
1,0,0,0,0,0,48.730384900391385,121.67007884929534,1,0.20738599473766142
0,0,1,0,0,0,44.55523163080433,94.82375978051692,0,0.16819107269923317
0,0,0,0,1,0,76.2560992703996,29.27483847860479,0,0.32113327907242206
0,0,0,0,1,0,60.302075633010745,94.34949440766054,1,0.18568725870933322
0,0,0,0,1,0,49.19395159013466,38.08278715275604,1,0.14837194744072763
1,0,0,0,0,0,61.669661585993715,24.760115291831198,1,0.14233687950565854
0,0,1,0,0,0,70.33053515828466,54.120671782564465,0,0.10195158424687105
0,1,0,0,0,0,49.2051895480897,31.422342413799953,1,0.16396711507949627
0,0,1,0,0,0,47.180512863347595,107.56312627639059,0,0.26771816976190743
0,0,1,0,0,0,50.00556437666525,167.40567626098903,0,0.35675674375619215
0,0,1,0,0,0,56.36420351063796,64.50988080965115,0,0.31001281515205353
0,0,0,1,0,0,58.06207629861828,106.92040275124648,0,0.29032036209509793
0,0,1,0,0,0,38.900103467805145,73.82167322191282,1,0.25949974268963416
0,0,0,0,1,0,40.07193864622531,50.25865523101429,1,0.2323775927236058
1,0,0,0,0,0,51.215525819519705,137.44785961115912,1,0.22516958060714976
0,0,0,0,0,1,45.73200288689291,50.363783334865104,1,0.19809495107390035
0,0,0,0,1,0,61.57062295314818,90.07117287989259,1,0.29577556042250885
0,1,0,0,0,0,50.42682193318093,205.32684996549688,0,0.1555041700019484
0,0,0,0,1,0,46.26817407641029,54.54535277453999,1,0.2618128809207376
0,0,1,0,0,0,44.09756644995804,78.87676527697833,1,0.15871957668224948
0,0,1,0,0,0,66.62564767950569,108.55405240502128,0,0.3061882643597099
1,0,0,0,0,0,20.756608605337686,123.9761750355578,1,0.18014740946330807
1,0,0,0,0,0,82.13739045480209,69.93165176476283,0,0.1571491511786739
0,0,0,0,1,0,48.605181925230525,131.13674495030762,0,0.35900647717476847
1,0,0,0,0,0,52.03936803456687,88.61886806504302,1,0.14522790305264896
0,1,0,0,0,0,66.9838107145668,61.82154697987368,0,0.1110461175881115
1,0,0,0,0,0,42.872075255804084,142.47601933727415,0,0.21706026940085335
0,0,0,0,1,0,49.79664464180595,84.35241168667496,1,0.1863644427916235
0,0,0,0,0,1,42.41334813307316,95.70239657505512,1,0.21223126222112212
0,0,1,0,0,0,67.18847848445306,75.06040420959226,0,0.2319212003815382
0,0,0,0,1,0,44.43213609795983,148.90092905177846,0,0.30308736402986697
0,0,1,0,0,0,79.61659672829036,39.54806603308676,0,0.15789305350744481
0,0,0,1,0,0,45.74706986998971,194.13841350041153,1,0.26066218455577783
1,0,0,0,0,0,42.51339142840155,198.31569840562048,0,0.20610623097669262
0,0,0,0,0,1,50.62953263138108,62.25135151459027,0,0.3720125983191382
0,1,0,0,0,0,28.26296240383081,129.99774060023987,1,0.07265442492398022
0,0,1,0,0,0,41.4028225016165,243.34566683342925,0,0.25115987164514925
0,0,0,1,0,0,43.897329617415885,80.68001594307226,1,0.2653479609783661
1,0,0,0,0,0,66.6573393572871,131.47375150930134,0,0.26596431501607337
0,0,0,0,0,1,33.547304962292074,119.21021866194087,1,0.23384740263769116
0,1,0,0,0,0,40.13826205332651,85.606231054385,1,0.12143196568285848
0,0,1,0,0,0,45.9667266652871,101.66690111431305,0,0.1857240932300437
0,1,0,0,0,0,73.35899816494178,85.9724311644641,0,0.24306247915523238
0,0,0,1,0,0,71.74430349430399,92.26825901027868,0,0.23524685406608087
0,0,0,1,0,0,58.833797453494206,170.00321016440896,0,0.24877118971946455
0,0,0,0,1,0,44.46482196936401,88.39424814030164,1,0.14961783545818524
0,0,0,0,1,0,40.1464094590641,144.48902888386795,1,0.28233636842239906
0,0,0,0,0,1,65.20860479564618,99.74059932103378,1,0.25918116395394325
0,0,1,0,0,0,62.9400980634174,156.64004499523404,0,0.15804801370855198
0,0,0,0,0,1,60.5722152102922,62.59276756722385,1,0.3422326550284022
0,1,0,0,0,0,61.826885819083714,81.2164910907342,1,0.15544305268346348
0,0,0,1,0,0,60.27451644512291,165.23696762222153,0,0.3780901782129824
0,0,1,0,0,0,46.86418669019674,111.87309924113967,1,0.2314178967852912
0,0,1,0,0,0,48.79026759722605,88.73277687411215,0,0.2614665895820927
0,0,0,1,0,0,29.241858307199962,115.84358804552652,1,0.1929255575064316
0,0,0,0,0,1,45.739160727519504,151.67521146265673,0,0.4492516683902288
0,0,0,0,0,1,52.83306380792735,237.19167314606833,0,0.45853025367634903
0,0,0,0,0,1,73.72391407256895,103.66685100403069,0,0.28894282857356574
0,1,0,0,0,0,37.581006932951986,45.24166447833856,1,0.19141802947443604
0,0,0,0,1,0,50.11401127169158,65.53148798497651,1,0.28737340865539174
1,0,0,0,0,0,56.74352867957706,55.85749335513331,0,0.271813451587313
1,0,0,0,0,0,39.855058526185175,105.77760586494911,1,0.21945764223564787
0,0,0,0,1,0,48.618051437545795,87.11527002196222,1,0.23776045445406388
0,1,0,0,0,0,41.71657700589406,27.45505514122888,1,0.09861712634451977
0,0,0,0,1,0,72.36302579155151,155.0557490539475,0,0.371819237396695
0,0,1,0,0,0,36.764994438241644,102.50166576241202,1,0.2400001975160103
0,0,0,0,0,1,64.83759658824523,137.5325692608135,0,0.2830575432339067
0,0,1,0,0,0,42.30229907874162,158.51488743887663,0,0.23735128695057883
0,0,0,1,0,0,53.01183801670971,71.42611580666652,1,0.17887154966930688
0,0,1,0,0,0,48.425846714333396,84.35469115087452,0,0.33120960409944855
0,0,1,0,0,0,39.134509010926564,140.60838361299994,1,0.13632067585044808
1,0,0,0,0,0,56.56319773145078,107.32748158218,1,0.1747353086800963
0,1,0,0,0,0,69.02037823205418,171.35607202229363,0,0.23408458806638358
0,0,0,1,0,0,68.88414968240843,156.09520219993627,0,0.24903576274951023
